name,version,downloads,updated_at,repository,description
windows-bindgen,0.66.0,4381103,2026-01-08,https://github.com/microsoft/windows-rs,Code generator for Windows metadata
libpulse-sys,1.23.0,4378675,2025-04-18,https://github.com/jnqnfe/pulse-binding-rust,FFI bindings for the PulseAudio libpulse system library.
cargo-options,0.7.6,4373575,2025-08-06,https://github.com/messense/cargo-options,Reusable common Cargo command line options
swc_ecma_loader,19.0.0,4369348,2026-02-25,https://github.com/swc-project/swc.git,General ecmascript loader used for transforms
solana-system-interface,3.1.0,4368606,2026-02-18,https://github.com/anza-xyz/solana-sdk,Instructions and constructors for the System program
hmac-sha1-compact,1.1.7,4366838,2026-01-22,https://github.com/jedisct1/rust-hmac-sha1,"A small, self-contained SHA1 and HMAC-SHA1 implementation"
sp-debug-derive,15.0.0,4365381,2026-03-26,https://github.com/paritytech/polkadot-sdk.git,Macros to derive runtime debug implementation.
solana-remote-wallet,3.1.11,4364750,2026-03-23,https://github.com/anza-xyz/agave,"Blockchain, Rebuilt for Scale"
libp2p-mplex,0.43.1,4359775,2025-06-27,https://github.com/libp2p/rust-libp2p,Mplex multiplexing protocol for libp2p
sp-runtime-interface-proc-macro,21.0.0,4358747,2026-03-26,https://github.com/paritytech/polkadot-sdk.git,This crate provides procedural macros for usage within the context of the Substrate runtime interface.
swc_config,4.0.0,4357956,2026-02-25,https://github.com/swc-project/swc.git,Types for configuring swc
tree-sitter-go,0.25.0,4351296,2025-08-29,https://github.com/tree-sitter/tree-sitter-go,Go grammar for tree-sitter
solana-clap-utils,3.1.11,4349448,2026-03-23,https://github.com/anza-xyz/agave,Solana utilities for the clap
drm,0.15.0,4348520,2026-03-19,https://github.com/Smithay/drm-rs,"Safe, low-level bindings to the Direct Rendering Manager API"
drm-sys,0.8.1,4347329,2026-02-25,https://github.com/Smithay/drm-rs,Bindings to the Direct Rendering Manager API
auditable-info,0.10.0,4345846,2025-07-04,https://github.com/rust-secure-code/cargo-auditable,High-level crate to extract the dependency trees embedded in binaries by `cargo auditable`.
solana-rpc-client-api,3.1.11,4343745,2026-03-23,https://github.com/anza-xyz/agave,Solana Client Common Utilities
mio-serial,5.0.6,4343064,2024-12-31,https://github.com/berkowski/mio-serial,A serial port implementation for mio
tzdb_data,0.2.4,4337365,2026-03-15,https://github.com/Kijewski/tzdb,"Static, #![no_std] time zone information for tz-rs"
icu_segmenter,2.1.2,4336850,2025-12-22,https://github.com/unicode-org/icu4x,Unicode line breaking and text segmentation algorithms for text boundaries analysis
ff_derive,0.13.1,4332332,2025-04-17,https://github.com/zkcrypto/ff,Procedural macro library used to build custom prime field implementations
cedar-policy,4.9.1,4330635,2026-02-27,https://github.com/cedar-policy/cedar,"Cedar is a language for defining permissions as policies, which describe who should have access to what."
solana-rpc-client,3.1.11,4326460,2026-03-23,https://github.com/anza-xyz/agave,Solana RPC Client
libpulse-binding,2.30.1,4325573,2025-04-19,https://github.com/jnqnfe/pulse-binding-rust,A Rust language binding for the PulseAudio libpulse library.
password-rules-parser,1.1.0,4324182,2025-07-23,https://github.com/1Password/password-rules-parser,Parser for the HTML passwordrules attribute
salsa,0.26.0,4318234,2026-02-07,https://github.com/salsa-rs/salsa,"A generic framework for on-demand, incrementalized computation (experimental)"
speedate,0.17.0,4316860,2025-08-04,https://github.com/pydantic/speedate/,"Fast and simple datetime, date, time and duration parsing"
option_set,0.4.0,4316413,2025-09-29,https://github.com/H2CO3/option_set.git,Bitflags on steroids
mediatype,0.21.0,4314665,2025-10-28,https://github.com/picoHz/mediatype,MIME Media-type parsing
auditable-extract,0.3.5,4310588,2024-10-14,https://github.com/rust-secure-code/cargo-auditable,Extract the dependency trees embedded in binaries by `cargo auditable`
drm-ffi,0.9.1,4309401,2026-02-25,https://github.com/Smithay/drm-rs,"Safe, low-level bindings to the Direct Rendering Manager API"
datafusion-session,53.0.0,4308215,2026-03-23,https://github.com/apache/datafusion,datafusion-session
c2pa-crypto,0.10.0,4304463,2025-05-17,https://github.com/contentauth/c2pa-rs,Cryptography internals for c2pa-rs crate
recursion,0.5.4,4301106,2025-06-09,https://github.com/inanna-malick/recursion,cache-aware stack safe recursion
c2pa-status-tracker,0.7.0,4300006,2025-05-20,https://github.com/contentauth/c2pa-rs,Status tracking internals for c2pa-rs crate
ic-cdk,0.20.0,4299470,2026-03-05,https://github.com/dfinity/cdk-rs,Canister Developer Kit for the Internet Computer.
datafusion-datasource-json,53.0.0,4299252,2026-03-23,https://github.com/apache/datafusion,datafusion-datasource-json
datafusion-datasource-csv,53.0.0,4296563,2026-03-23,https://github.com/apache/datafusion,datafusion-datasource-csv
ringbuffer,0.16.0,4295672,2025-07-11,https://github.com/NULLx76/ringbuffer/,A fixed-size circular buffer
bevy_ui,0.18.1,4293110,2026-03-04,https://github.com/bevyengine/bevy,A custom ECS-driven UI framework built specifically for Bevy Engine
tauri-plugin-shell,2.3.5,4291055,2026-02-03,https://github.com/tauri-apps/plugins-workspace,Access the system shell. Allows you to spawn child processes and manage files and URLs using their default application.
bevy_core_pipeline,0.18.1,4290854,2026-03-04,https://github.com/bevyengine/bevy,Provides a core render pipeline for Bevy Engine.
gloo-history,0.3.0,4288508,2026-03-25,https://github.com/rustwasm/gloo/tree/master/crates/history,Universal Session History
jsonwebkey,0.4.0,4285551,2025-12-05,https://github.com/nhynes/jwk-rs,"JSON Web Key (JWK) (de)serialization, generation, and conversion."
swc_config_macro,1.0.1,4284075,2025-06-14,https://github.com/swc-project/swc.git,Macros to prevent mistakes
cgroups-rs,0.5.0,4280820,2025-11-21,https://github.com/kata-containers/cgroups-rs,Native Rust crate for managing control groups on Linux
rfc2047-decoder,1.1.0,4277446,2026-02-06,https://github.com/TornaxO7/rfc2047-decoder,Rust library for decoding RFC 2047 MIME Message Headers.
vm-memory,0.18.0,4275185,2025-12-11,https://github.com/rust-vmm/vm-memory,Safe abstractions for accessing the VM physical memory
magnus,0.8.2,4275082,2025-10-08,https://github.com/matsadler/magnus,"High level Ruby bindings. Write Ruby extension gems in Rust, or call Ruby code from a Rust binary."
cgroups-fs,1.2.0,4273677,2025-04-11,https://github.com/frol/cgroups-fs,Rust bindings to Linux Control Groups (cgroups).
wasmtime-slab,34.0.2,4268022,2026-02-24,https://github.com/bytecodealliance/wasmtime,Uni-typed slab with a free list for use in Wasmtime
google-cloud-pubsub,0.33.1,4267119,2026-03-27,https://github.com/googleapis/google-cloud-rust/tree/main,Google Cloud Client Libraries for Rust - Pub/Sub
fortanix-sgx-abi,0.7.0,4266452,2026-02-18,https://github.com/fortanix/rust-sgx,An interface for Intel SGX enclaves. This is the interface for the `x86_64-fortanix-unknown-sgx` target.  This is a small yet functional interface suitable for writing larger enclaves. In contrast to 
tree-sitter-cpp,0.23.4,4264138,2024-11-11,https://github.com/tree-sitter/tree-sitter-cpp,C++ grammar for tree-sitter
solana-bincode,3.1.0,4263663,2025-11-08,https://github.com/anza-xyz/solana-sdk,Solana bincode utilities
mukti-metadata,0.3.0,4263656,2024-11-24,https://github.com/nextest-rs/mukti,Metadata for mukti release manager
fat-macho,0.4.10,4263384,2025-11-08,https://github.com/messense/fat-macho-rs.git,Mach-O Fat Binary Reader and Writer
polars-compute,0.53.0,4262544,2026-02-08,https://github.com/pola-rs/polars,Private compute kernels for the Polars DataFrame library
bevy_time,0.18.1,4257265,2026-03-04,https://github.com/bevyengine/bevy,Provides time functionality for Bevy Engine
codspeed-criterion-compat,4.4.1,4255289,2026-03-12,https://github.com/CodSpeedHQ/codspeed-rust,Criterion.rs compatibility layer for CodSpeed
bevy_text,0.18.1,4252599,2026-03-04,https://github.com/bevyengine/bevy,Provides text functionality for Bevy Engine
statsig-rust,0.17.2,4252011,2026-03-26,https://github.com/statsig-io/statsig-server-core,Statsig Rust SDK for usage in multi-user server environments.
dbus-secret-service,4.1.0,4251695,2025-08-26,https://github.com/brotskydotcom/dbus-secret-service.git,Library to interface with Secret Service API over DBUS
salsa-macros,0.26.0,4250764,2026-02-07,https://github.com/salsa-rs/salsa,Procedural macros for the salsa crate
mlua,0.11.6,4246604,2026-01-27,https://github.com/mlua-rs/mlua,High level bindings to Lua 5.5/5.4/5.3/5.2/5.1 (including LuaJIT) and Luau with async/await features and support of writing native Lua modules in Rust.
swc_ecma_transforms_classes,39.0.0,4243532,2026-03-22,https://github.com/swc-project/swc.git,Helper for transforms for the swc project
tokio-serial,5.4.5,4241087,2024-12-31,https://github.com/berkowski/tokio-serial,A serial port implementation for tokio
solana-signature,3.3.0,4239509,2026-02-13,https://github.com/anza-xyz/solana-sdk,Solana 64-byte signature type
ignore-files,3.0.5,4235453,2026-01-20,https://github.com/watchexec/watchexec,"Find, parse, and interpret ignore files"
icu_plurals_data,2.1.1,4235022,2025-10-28,https://github.com/unicode-org/icu4x,Data for the icu_plurals crate
candid,0.10.26,4232214,2026-03-18,https://github.com/dfinity/candid,Candid is an interface description language (IDL) for interacting with canisters running on the Internet Computer.
gcp-bigquery-client,0.28.0,4231570,2026-02-01,https://github.com/lquerel/gcp-bigquery-client,An ergonomic async client library for GCP BigQuery.
anchor-attribute-constant,0.32.1,4230557,2026-03-20,https://github.com/solana-foundation/anchor,Anchor attribute macro for creating constant types
objc2-web-kit,0.3.2,4226371,2025-10-04,https://github.com/madsmtm/objc2,Bindings to the WebKit framework
tokio-vsock,0.7.2,4226346,2025-08-16,https://github.com/rust-vsock/tokio-vsock,Asynchronous Virtio socket support for Rust
yew,0.23.0,4213812,2026-03-10,https://github.com/yewstack/yew,A framework for creating reliable and efficient web applications
malachite-bigint,0.9.1,4211465,2026-02-01,https://github.com/mhogrefe/malachite,A drop-in num-bigint replacement based on malachite
cargo-manifest,0.20.0,4209941,2025-12-30,https://github.com/LukeMathWalker/cargo-manifest,Helper crate to parse and manipulate manifests - `Cargo.toml` files.
poem,3.1.12,4193710,2025-07-28,https://github.com/poem-web/poem,Poem is a full-featured and easy-to-use web framework with the Rust programming language.
solana-pubsub-client,3.1.11,4178185,2026-03-23,https://github.com/anza-xyz/agave,Solana Pubsub Client
solana-derivation-path,3.0.0,4176941,2025-08-06,https://github.com/anza-xyz/solana-sdk,Solana BIP44 derivation paths.
frame-decode,0.17.2,4170637,2026-03-12,https://github.com/paritytech/frame-decode,Decode extrinsics and storage from Substrate based chains
perf-event,0.4.9,4166506,2026-02-12,https://github.com/jimblandy/perf-event.git,A Rust interface to Linux performance monitoring
icu_datetime_data,2.1.2,4164688,2026-01-12,https://github.com/unicode-org/icu4x,Data for the icu_datetime crate
solana-loader-v3-interface,6.1.0,4160180,2025-08-12,https://github.com/anza-xyz/solana-sdk,Solana loader V3 interface.
polars-arrow-format,0.2.1,4159761,2025-08-28,https://github.com/pola-rs/arrow-format,Unofficial flatbuffers and tonic code of Apache Arrow spec
minidump-common,0.26.1,4157841,2025-11-03,https://github.com/rust-minidump/rust-minidump,Some common types for working with minidump files.
capstone-sys,0.18.0,4157533,2026-01-04,https://github.com/capstone-rust/capstone-rs/tree/master/capstone-sys,System bindings to the capstone disassembly library
hakari,0.17.9,4155496,2025-12-27,https://github.com/guppy-rs/guppy,Manage workspace-hack packages that do feature unification inside workspaces.
zbus_xml,5.1.0,4155032,2026-01-09,https://github.com/z-galaxy/zbus/,API to handle D-Bus introspection XML
polars-parquet,0.53.0,4149297,2026-02-08,https://github.com/pola-rs/polars,Apache Parquet I/O operations for Polars
epoll,4.4.0,4146973,2025-08-05,https://github.com/nathansizemore/epoll,Safe epoll interface.
capstone,0.14.0,4142294,2026-01-04,https://github.com/capstone-rust/capstone-rs,High level bindings to capstone disassembly engine (https://www.capstone-engine.org/)
boring-sys,5.0.2,4141278,2026-02-17,https://github.com/cloudflare/boring,FFI bindings to BoringSSL
fixedstr,0.5.10,4133022,2025-12-05,https://github.com/chuckcscccl/fixedstr/,strings of constant maximum size that can be copied and stack allocated using const generics
public-suffix,0.1.3,4132953,2025-04-28,https://github.com/1Password/passkey-rs,Crate for efficient determination of eTLD+1 based on the Mozilla Public Suffix List.
lyon_tessellation,1.0.20,4128175,2026-03-21,https://github.com/nical/lyon,A low level path tessellation library.
salvo_core,0.89.3,4127153,2026-03-18,https://github.com/salvo-rs/salvo,Salvo is a powerful web framework that can make your work easier.
turn,0.17.1,4126844,2026-02-06,https://github.com/webrtc-rs/webrtc/tree/master/turn,A pure Rust implementation of TURN
minreq,2.14.1,4125535,2025-09-03,https://github.com/neonmoe/minreq,"Simple, minimal-dependency HTTP client"
solana-connection-cache,3.1.11,4112240,2026-03-23,https://github.com/anza-xyz/agave,Solana Connection Cache
termimad,0.34.1,4111269,2025-11-24,https://github.com/Canop/termimad,Markdown Renderer for the Terminal
minimad,0.14.0,4110421,2025-10-13,https://github.com/Canop/minimad,light Markdown parser
spl-token-confidential-transfer-proof-extraction,0.5.1,4109433,2025-11-03,https://github.com/solana-program/token-2022,Solana Program Library Confidential Transfer Proof Extraction
solana-quic-client,3.1.11,4106182,2026-03-23,https://github.com/anza-xyz/agave,Solana Quic Client
solana-rpc-client-nonce-utils,3.1.11,4105412,2026-03-23,https://github.com/anza-xyz/agave,Solana RPC Client Nonce Utilities
solana-tpu-client,3.1.11,4104348,2026-03-23,https://github.com/anza-xyz/agave,Solana TPU Client
ark-models-ext,0.5.2,4104216,2026-03-16,https://github.com/paritytech/arkworks-extensions,"Replacement models for BLS12, BN and BW6 of ark-ec"
lcov2cobertura,1.0.9,4103629,2026-03-08,https://github.com/mike-kfed/lcov2cobertura,convert LCOV info file to cobertura XML format
chalk-derive,0.104.0,4102020,2025-08-06,https://github.com/rust-lang/chalk,A helper crate for use by chalk crates for `derive` macros.
ark-bls12-381-ext,0.5.2,4101832,2026-03-16,https://github.com/paritytech/arkworks-extensions,Extensions for the BLS12-381 pairing-friendly elliptic curve
solana-udp-client,3.1.11,4101548,2026-03-23,https://github.com/anza-xyz/agave,Solana UDP Client
yew-macro,0.23.0,4099211,2026-03-10,https://github.com/yewstack/yew,A framework for making client-side single-page apps
serde_prometheus,0.2.9,4099041,2025-01-20,https://github.com/w4/serde_prometheus,serde-based serializer for prometheus' text-based exposition format
bpaf_derive,0.5.23,4095258,2026-02-03,https://github.com/pacak/bpaf,Derive macros for bpaf Command Line Argument Parser
zbus-lockstep,0.5.2,4094568,2025-11-29,https://github.com/luukvanderduim/zbus-lockstep,Keep types in lockstep with DBus XML definitions
swc_ecma_transforms_macros,1.0.1,4094154,2025-06-14,https://github.com/swc-project/swc.git,Macros for swc_ecma_transforms.
chalk-ir,0.104.0,4093401,2025-08-06,https://github.com/rust-lang/chalk,"Chalk's internal representation of types, goals, and clauses"
zbus-lockstep-macros,0.5.2,4091622,2025-11-29,https://github.com/luukvanderduim/zbus-lockstep,Macros to keep types in lockstep with DBus XML definitions
libmedium,0.13.4,4091155,2025-08-15,https://gitlab.com/Maldela/libmedium,Library to interface with lm_sensors
poem-derive,3.1.12,4088563,2025-07-28,https://github.com/poem-web/poem,Macros for poem
icu_segmenter_data,2.1.1,4088151,2025-10-28,https://github.com/unicode-org/icu4x,Data for the icu_segmenter crate
tauri-winrt-notification,0.7.2,4088103,2025-04-08,https://github.com/tauri-apps/winrt-notification,An incomplete wrapper over the WinRT toast api
solana-sysvar,4.0.0,4087541,2026-02-04,https://github.com/anza-xyz/solana-sdk,Solana sysvar account types
ark-ed-on-bls12-381-bandersnatch-ext,0.5.2,4085529,2026-03-16,https://github.com/paritytech/arkworks-extensions,Extensions for Bandersnatch curve defined over the scalar field of the BLS12-381 curve
ark-bw6-761-ext,0.5.2,4085337,2026-03-16,https://github.com/paritytech/arkworks-extensions,Extensions for the BW6-761 pairing-friendly elliptic curve
ark-ed-on-bls12-377-ext,0.5.2,4085270,2026-03-16,https://github.com/paritytech/arkworks-extensions,Extensions for Twisted Edwards curve defined over the scalar field of the BLS12-377 curve
ark-bls12-377-ext,0.5.2,4085051,2026-03-16,https://github.com/paritytech/arkworks-extensions,Extensions for the BLS12-377 pairing-friendly elliptic curve
solana-zk-sdk,5.0.1,4080310,2026-02-11,https://github.com/solana-program/zk-elgamal-proof,Solana ZK SDK
target-spec-miette,0.4.5,4077043,2025-09-29,https://github.com/guppy-rs/guppy,Integrate target-spec errors with the miette library
maud_macros,0.27.0,4076585,2025-02-02,https://github.com/lambda-fairy/maud,Internal crate. Please use 'maud' instead.
maud,0.27.0,4072622,2025-02-02,https://github.com/lambda-fairy/maud,Compile-time HTML templates.
minifier,0.3.6,4070941,2025-06-12,https://github.com/GuillaumeGomez/minifier-rs,Minifier tool/lib for JS/CSS/JSON files
bevy_encase_derive,0.18.1,4066454,2026-03-04,https://github.com/bevyengine/bevy,Bevy derive macro for encase
bevy_render_macros,0.18.1,4065853,2026-03-04,https://github.com/bevyengine/bevy,Derive implementations for bevy_render
swayipc-types,2.0.1,4063120,2025-10-26,https://github.com/jaycefayne/swayipc-rs,A library containing Type defintions from sway's IPC interface
g2p,1.2.2,4059131,2025-03-23,https://github.com/WanzenBug/g2p,A crate to create types that implement fast finite field arithmetic.
g2poly,1.2.2,4053623,2025-03-23,https://github.com/WanzenBug/g2p,Primitive implementation of polynomials over the field GF(2)
g2gen,1.2.2,4052742,2025-03-23,https://github.com/WanzenBug/g2p,A macro to create types that implement fast finite field arithmetic.
proguard,5.10.1,4051240,2026-03-10,https://github.com/getsentry/rust-proguard,Basic proguard mapping file handling for Rust
tree-sitter-java,0.23.5,4047887,2024-12-21,https://github.com/tree-sitter/tree-sitter-java,Java grammar for tree-sitter
solana-decode-error,2.3.0,4045561,2025-05-16,https://github.com/anza-xyz/solana-sdk,Solana DecodeError Trait
papaya,0.2.3,4045091,2025-06-27,https://github.com/ibraheemdev/papaya,A fast and ergonomic concurrent hash-table for read-heavy workloads.
wasmtime-winch,34.0.2,4041247,2026-02-24,https://github.com/bytecodealliance/wasmtime,Integration between Wasmtime and Winch
magnus-macros,0.8.0,4032392,2025-08-26,https://github.com/matsadler/magnus,Derive and proc macros for magnus
swayipc,4.0.0,4025182,2025-10-26,https://github.com/jaycefayne/swayipc-rs,A library for controlling sway through its IPC interface
sorted-vec,0.8.10,4023954,2025-09-05,https://gitlab.com/spearman/sorted-vec,Create and maintain sorted vectors and vector-backed sets
fontdue,0.9.3,4020999,2025-02-12,https://github.com/mooman219/fontdue,A simple no_std font parser and rasterizer.
future-queue,0.4.0,4017195,2025-02-12,https://github.com/nextest-rs/future-queue,"Adapters to manage a queue of futures, where each future can have a different weight."
copypasta,0.10.2,4014721,2025-04-25,https://github.com/alacritty/copypasta,copypasta is a cross-platform library for getting and setting the contents of the OS-level clipboard.
binstring,0.1.7,4004057,2025-05-15,https://github.com/jedisct1/rust-binstring.git,Store binary data as a string
wgpu-core-deps-windows-linux-android,29.0.0,4001799,2026-03-19,https://github.com/gfx-rs/wgpu,Feature unification helper crate for the Windows/Linux/Android platforms
ckb-merkle-mountain-range,0.6.1,3997969,2025-03-11,https://github.com/nervosnetwork/merkle-mountain-range,A generalized merkle mountain range implementation
metrics-exporter-dogstatsd,0.9.6,3996349,2025-07-07,https://github.com/metrics-rs/metrics,A metrics-compatible exporter for sending metrics to the Datadog Agent.
boring,5.0.2,3993998,2026-02-17,https://github.com/cloudflare/boring,BoringSSL bindings
futures-buffered,0.2.13,3991472,2026-02-17,https://github.com/conradludgate/futures-buffered,future concurrency primitives with emphasis on performance and low memory usage
tree-sitter-c,0.24.1,3991446,2025-05-24,https://github.com/tree-sitter/tree-sitter-c,C grammar for tree-sitter
chalk-solve,0.104.0,3990547,2025-08-06,https://github.com/rust-lang/chalk,Combines the chalk-engine with chalk-ir
solana-packet,4.1.0,3988928,2026-02-18,https://github.com/anza-xyz/solana-sdk,The definition of a Solana network packet.
symphonia-utils-xiph,0.5.5,3988275,2025-10-11,https://github.com/pdeljanov/Symphonia,Project Symphonia utilities for Xiph codecs and formats.
windows-service,0.8.0,3974092,2025-02-19,https://github.com/mullvad/windows-service-rs,A crate that provides facilities for management and implementation of windows services
scale-typegen,0.12.0,3971539,2025-11-18,https://github.com/paritytech/scale-typegen,Type Generation for SCALE encoded Rust Types
redb,3.1.1,3963807,2026-03-08,https://github.com/cberner/redb,Rust Embedded DataBase
tokio-websockets,0.13.2,3962308,2026-03-17,https://github.com/Gelbpunkt/tokio-websockets/,"High performance, strict, tokio-util based WebSockets implementation"
measurements,0.11.1,3957912,2025-10-18,https://github.com/rust-embedded-community/rust-measurements,"Handle metric, imperial, and other measurements with ease! Types: Length, Temperature, Weight, Volume, Pressure"
ic-cdk-macros,0.20.0,3957360,2026-03-05,https://github.com/dfinity/cdk-rs,Canister Developer Kit macros.
croner,3.0.1,3956612,2025-10-27,https://github.com/hexagon/croner-rust,"Fully-featured, lightweight, and efficient Rust library designed for parsing and evaluating cron patterns"
gif-dispose,6.0.0,3954117,2026-02-04,https://github.com/kornelski/image-gif-dispose.git,"Implements GIF disposal method for the gif crate. The gif crate only exposes raw frame data that is not sufficient to render GIFs properly. GIF requires special composing of frames which, as this crat"
non-empty-string,0.2.6,3953307,2025-04-09,https://github.com/MidasLamb/non-empty-string,"A simple type for non empty Strings, similar to NonZeroUsize and friends."
solana-vote-interface,5.1.1,3949614,2026-02-18,https://github.com/anza-xyz/solana-sdk,Solana vote interface.
bytecodec,0.5.0,3947053,2025-05-05,https://github.com/sile/bytecodec,A tiny framework for implementing encoders/decoders of byte-oriented protocols
num-prime,0.5.0,3944175,2026-02-23,https://github.com/uutils/num-prime,"Generic and optimized primality test, factorization and various number theoretic functions with arbitrary precision based on `num`."
salvo_extra,0.89.3,3935033,2026-03-18,https://github.com/salvo-rs/salvo,Salvo is a powerful web framework that can make your work easier.
solana-message,4.0.0,3932474,2026-02-14,https://github.com/anza-xyz/solana-sdk,Solana transaction message types.
naga_oil,0.22.0,3929570,2026-03-21,https://github.com/bevyengine/naga_oil/,a crate for combining and manipulating shaders using naga IR
icu_list,2.1.1,3923873,2025-10-29,https://github.com/unicode-org/icu4x,ECMA-402 ListFormatter
js-source-scopes,0.7.1,3917745,2026-01-30,https://github.com/getsentry/js-source-scopes,Utilities for extracting and dealing with scope information in JS code
async-openai,0.34.0,3917597,2026-03-23,https://github.com/64bit/async-openai,Rust library for OpenAI
solana-instructions-sysvar,3.0.0,3909747,2025-08-07,https://github.com/anza-xyz/solana-sdk,Type for instruction introspection during execution of Solana programs.
fugit,0.3.9,3906609,2025-11-11,https://github.com/korken89/fugit,Time library for embedded targets with ease-of-use and performance first.
subxt-utils-fetchmetadata,0.50.0,3904333,2026-03-12,https://github.com/paritytech/subxt,subxt utility to fetch metadata
ark-secp256r1,0.5.0,3903462,2024-10-28,https://github.com/arkworks-rs/algebra,The secp256r1 curve
comrak,0.51.0,3902624,2026-03-10,https://github.com/kivikakk/comrak,A 100% CommonMark-compatible GitHub Flavored Markdown parser and formatter
alloy-rpc-types-trace,1.8.2,3896880,2026-03-26,https://github.com/alloy-rs/alloy,Types for the `trace` Ethereum JSON-RPC namespace
aws-sdk-ecr,1.113.0,3892760,2026-03-17,https://github.com/awslabs/aws-sdk-rust,AWS SDK for Amazon Elastic Container Registry
rtp,0.17.1,3883494,2026-02-06,https://github.com/webrtc-rs/webrtc/tree/master/rtp,A pure Rust implementation of RTP
blazesym,0.2.3,3883053,2026-01-29,https://github.com/libbpf/blazesym,blazesym is a library for address symbolization and related tasks.
windows-metadata,0.60.0,3882314,2026-02-17,https://github.com/microsoft/windows-rs,Low-level metadata library for ECMA-335
symphonia-codec-vorbis,0.5.5,3881558,2026-03-24,https://github.com/pdeljanov/Symphonia,Pure Rust Vorbis decoder (a part of project Symphonia).
bevy_core,0.15.3,3877535,2025-02-24,https://github.com/bevyengine/bevy,Provides core functionality for Bevy Engine
rs-can,0.3.2,3872157,2025-07-25,https://github.com/jesses2025smith/rust-can,A Nican driver.
wasmtime-internal-math,41.0.4,3869598,2026-02-24,https://github.com/bytecodealliance/wasmtime,INTERNAL: Low-level math routines used in Wasmtime
crash-context,0.7.0,3869145,2026-01-13,https://github.com/EmbarkStudios/crash-handling,Provides portable types containing target specific contextual information at the time of a crash
dbus-crossroads,0.5.3,3866933,2025-11-19,https://github.com/diwic/dbus-rs/,Framework for writing D-Bus method handlers
solana-sdk-ids,3.1.0,3866702,2025-11-11,https://github.com/anza-xyz/solana-sdk,Solana SDK IDs
pulley-macros,43.0.0,3862775,2026-03-20,https://github.com/bytecodealliance/wasmtime/tree/main/pulley/macros,Internal pulley macros
cosmic-text,0.18.2,3854913,2026-02-20,https://github.com/pop-os/cosmic-text,Pure Rust multi-line text handling
datafusion-proto,53.0.0,3841327,2026-03-23,https://github.com/apache/datafusion,Protobuf serialization of DataFusion logical plan expressions
wasmtime-internal-jit-icache-coherence,43.0.0,3840192,2026-03-20,https://github.com/bytecodealliance/wasmtime,INTERNAL: Utilities for JIT icache maintenance
bevy_gltf,0.18.1,3838335,2026-03-04,https://github.com/bevyengine/bevy,Bevy Engine GLTF loading
litep2p,0.13.3,3831514,2026-03-09,https://github.com/paritytech/litep2p,Peer-to-peer networking library
test-strategy,0.4.5,3827525,2026-02-11,https://github.com/frozenlib/test-strategy,Procedural macro to easily write higher-order strategies in proptest.
termize,0.2.1,3820304,2025-10-11,https://github.com/JohnTitor/termize,functions for determining terminal sizes and dimensions
immutable-chunkmap,2.1.2,3817587,2025-09-10,https://github.com/estokes/immutable-chunkmap,"A fast immutable map and set with batch insert and update methods, COW operations, and big O efficient implementations of set and merge operations"
rfc7239,0.1.3,3814800,2024-12-12,https://github.com/icewind1991/rfc7239,Parser for rfc7239 formatted Forwarded headers
hassle-rs,0.12.0,3812688,2025-06-13,https://github.com/Traverse-Research/hassle-rs,"HLSL compiler library, this crate provides an FFI layer and idiomatic rust wrappers for the new DXC HLSL compiler and validator."
llvm-sys,221.0.0,3796819,2026-02-24,https://gitlab.com/taricorp/llvm-sys.rs,Bindings to LLVM's C API
shared_thread,0.2.0,3793502,2025-06-15,https://github.com/oconnor663/shared_thread.rs,"similar to shared_child, but for threads instead of processes"
serde_tuple,1.1.3,3788281,2025-11-01,https://github.com/kardeiz/serde_tuple,De/serialize structs with named fields as array of values
icu_provider_adapters,2.1.1,3788159,2025-10-28,https://github.com/unicode-org/icu4x,Adapters for composing and manipulating data providers.
gmp-mpfr-sys,1.7.0,3785795,2026-03-19,https://gitlab.com/tspiteri/gmp-mpfr-sys,"Rust FFI bindings for GMP, MPFR and MPC."
candid_derive,0.10.26,3779596,2026-03-18,https://github.com/dfinity/candid,Macros implementation of #[derive(CandidType)] for the Candid.
swc_error_reporters,21.0.0,3778752,2026-02-25,https://github.com/swc-project/swc.git,Error reporter implementations for the swc project
aws-sdk-sns,1.98.0,3774075,2026-03-17,https://github.com/awslabs/aws-sdk-rust,AWS SDK for Amazon Simple Notification Service
buffer-redux,1.1.0,3768522,2025-11-03,https://github.com/dignifiedquire/buffer-redux,Drop-in replacements for buffered I/O in `std::io` with extra features.
x86_64,0.15.4,3757311,2025-11-24,https://github.com/rust-osdev/x86_64,"Support for x86_64 specific instructions, registers, and structures."
bb8-postgres,0.9.0,3746368,2024-12-09,https://github.com/djc/bb8,Full-featured async (tokio-based) postgres connection pool (like r2d2)
sdl2,0.38.0,3745685,2025-07-12,https://github.com/Rust-SDL2/rust-sdl2,SDL2 bindings for Rust
solana-epoch-rewards,3.0.1,3745377,2026-02-18,https://github.com/anza-xyz/solana-sdk,Solana epoch rewards sysvar.
wavefront_obj,11.0.0,3744963,2025-01-08,https://github.com/PistonDevelopers/wavefront_obj.git,A parser for the Wavefront .obj file format.
dsa,0.6.3,3738328,2026-03-02,https://github.com/RustCrypto/signatures,"Pure Rust implementation of the Digital Signature Algorithm (DSA) as specified in FIPS 186-4 (Digital Signature Standard), providing RFC6979 deterministic signatures as well as support for added entro"
